extraction_number,paper,subject,predicate,object,source_section,confidence,passage,sentence_ref
228,paper1,YoungerMandiPeople,LIVE_NEAR,MandiConcentratedAreas,Page 13,High,(YoungerMandiPeople)-[LIVE_NEAR]->(MandiConcentratedAreas) and communicate in Mandi.,Participants who are aged below 35 spend their time with Mandi friends and communicate in Mandi if they live close to the Mandi concentrated areas.
229,paper1,OlderMandiPeople,LIVE_NEAR,BengaliMainstreamCommunity,Page 13,High,(OlderMandiPeople)-[LIVE_NEAR]->(BengaliMainstreamCommunity) and have difficulty communicating in Mandi socially.,"Participants who live adjacent to the Bengali mainstream community state that no one speaks Mandi in the social domain, and Mandi is losing their day by day."
230,paper1,MandiPeople,NEED_LANGUAGE,BanglaLanguage,Page 13,High,(MandiPeople)-[NEED_LANGUAGE]->(BanglaLanguage) to get better jobs for their future career.,"They further add that they need Bangla or English to get better jobs for their future career, so they speak Bangla with their Mandi friend."
231,paper1,MandiPeople,PREFER_TO_LIVE_WITH,OtherMandiPeople,Page 13,High,(MandiPeople)-[PREFER_TO_LIVE_WITH]->(OtherMandiPeople) but face challenges due to Bangladesh's predominantly Bangla language environment.,"Mandi people love to live with each other, but as they are in Bangladesh, and everything is in Bangla language, they need to..."
232,paper1,GaroWomen,ARE_LOCATED_IN,Bangladesh,Page 13,High,// PASSAGE: (GaroWomen)-[ARE_LOCATED_IN]->(Bangladesh),Garo women are located in Bangladesh.
233,paper1,GaroCommunity,USE,BanglaLanguage,Page 13,High,(GaroCommunity)-[USE]->(BanglaLanguage),Everything is in Bangla language for the Garo community.
234,paper1,GaroCommunityMembersInBangladesh,INTERACT_MOSTLY,BanglaLanguage,Page 14,High,// PASSAGE: (GaroCommunityMembersInBangladesh)-[INTERACT_MOSTLY]->(BanglaLanguage),Language maintenance among Garo community members in Bangladesh interact mostly in Bangla language in their socialisation.
235,paper1,GaroChildren,GO_TO,MainstreamSchools,Page 14,High,(GaroChildren)-[GO_TO]->(MainstreamSchools),"As their children go to mainstream schools where the medium of instruction is Bangla, they have to use Bangla throughout the entire school time, eventually making them fluent in Bangla rather than Mandi."
236,paper1,GaroChildren,DEVELOP_SOCIALISATION,BengaliChildren,Page 14,High,(GaroChildren)-[DEVELOP_SOCIALISATION]->(BengaliChildren),"They also develop their socialisation with Bengali children, so their social network is filled with Bengali people."
237,paper1,SomeParents,MAKE_CONSCIOUS,(GaroChildren,Page 14,High,(SomeParents)-[MAKE_CONSCIOUS]->((GaroChildren)-[USE]->(Mandi)),"Some parents, however, make them conscious of using Mandi while some have accepted the language shift to Bangla as usual when they see that there is no opportunity to practice Mandi in the social domain."
238,paper1,LanguageChoiceAndPreference,DEMONSTRATED_IN_FRIENDSHIP_DOMAIN,VitalRoleInMaintainingMandiLanguage,Page 14,High,(LanguageChoiceAndPreference)-[DEMONSTRATED_IN_FRIENDSHIP_DOMAIN]->(VitalRoleInMaintainingMandiLanguage),Studying the various patterns of language choice and preference demonstrated in the friendship domain shows that this domain also has a vital role in maintaining the Mandi language but not as much as the family domain. However this finding is very prominent in the Mandi concentrated areas.
239,paper1,LanguageUseInFriendshipDomain,PROVES,CommunitySupportAndWillingnessToRetainEthnicLanguage,Page 14,High,(LanguageUseInFriendshipDomain)-[PROVES]->(CommunitySupportAndWillingnessToRetainEthnicLanguage),Language use in this domain proves the community support and willingness of the participants to retain their ethnic language despite the influence of mainstream language.
240,paper1,ReligiousDomain,NOT_SIGNIFICANT,MaintainingMandiLanguage,Page 14,High,(ReligiousDomain)-[NOT_SIGNIFICANT]->(MaintainingMandiLanguage),Religious domain is not found as a significant domain to maintain Mandi language because Mandi language is used neither in their religious institution nor their religious practices.
241,paper1,Church,USES,Bangla,Page 14,High,(Church)-[USES]->(Bangla),"In replying to the question of using language in the religious domain, they mentioned that the church uses Bangla as it is open to all."
242,paper1,GaroCommunity,PRACTICE,ReligiousPractices,Page 14,High,(GaroCommunity)-[PRACTICE]->(ReligiousPractices),"All informants of this study are Christian and go to church for prayers, but the church uses Bangla as it is open to all."
243,paper1,GaroCommunity,USE_LANGUAGE,Bangla,Page 14,High,(GaroCommunity)-[USE_LANGUAGE]->(Bangla),"In replying to the question of using language in the religious domain, they report, ""We often speak in Mandi, but we use Bangla most of the times."""
244,paper1,GaroCommunity,USE_LANGUAGE,Mandi,Page 14,High,(GaroCommunity)-[USE_LANGUAGE]->(Mandi),"We use Mandi in our own way, but we use Bangla in performing our religious rituals and prayers."
245,paper1,GaroCommunity,PRACTICE,PrayingAtHome,Page 14,High,(GaroCommunity)-[PRACTICE]->(PrayingAtHome),"Example 14 (F3) We often speak in Mandi, but we use Bangla most of the times. We perform prayers at home or in the church or in villages, but we use Bangla (because) the Bible is translated in Bangla."
246,paper1,GaroCommunity,PRACTICE,PrayingInChurch,Page 14,High,(GaroCommunity)-[PRACTICE]->(PrayingInChurch),"Example 14 (F3) We often speak in Mandi, but we use Bangla most of the times. We perform prayers at home or in the church or in villages, but we use Bangla (because) the Bible is translated in Bangla."
247,paper1,GaroCommunity,PRACTICE,PrayingInVillages,Page 14,High,(GaroCommunity)-[PRACTICE]->(PrayingInVillages),"Example 14 (F3) We often speak in Mandi, but we use Bangla most of the times. We perform prayers at home or in the church or in villages, but we use Bangla (because) the Bible is translated in Bangla."
248,paper1,GaroCommunity,REASON,LackOfPracticeInMandi,Page 14,High,(GaroCommunity)-[REASON]->(LackOfPracticeInMandi),"Example 15 (M 4) We do prayers at our home and also in church, but we pray in Bangla. [Why in Bangla? Why not in Mandi?]. Due to the lack of practice in Mandi, Bangla seems to be more significant in our prayers (haha..smile)."
249,paper1,MandiSpeakers,USE,BanglaInPrayers,Page 15,High,"(MandiSpeakers)-[USE]->(BanglaInPrayers)
// SENTCE REF: In church I use Bangla in conducting prayers.
// SOURCE: The Chittagong University Journal of Social Sciences",
250,paper1,MandiSpeakers,PREFER_TO_USE,MandiAtHome,Page 15,High,"(MandiSpeakers)-[PREFER_TO_USE]->(MandiAtHome)
// SENTCE REF: We do some prayers every evening at home when we prefer to use Mandi.
// SOURCE: The Chittagong University Journal of Social Sciences",
251,paper1,MandiSpeakers,ORGANIZE_PRAYERS_AND_RITUALS,TwiceAWek,Page 15,High,"(MandiSpeakers)-[ORGANIZE_PRAYERS_AND_RITUALS]->(TwiceAWek)
// SENTCE REF: Mandi is used on those two days.
// SOURCE: The Chittagong University Journal of Social Sciences",
252,paper1,MandiSpeakers,FEEL_SPIRITUAL,BanglaPrayers,Page 15,High,"(MandiSpeakers)-[FEEL_SPIRITUAL]->(BanglaPrayers)
// SENTCE REF: The Mandi language is oral, and they use the Roman alphabet to write t. It is interesting to note here that they cannot feel spiritual if they do their prayer in Mandi language.
// SOURCE: The Chittagong University Journal of Social Sciences",
253,paper1,MandiPeople,CANNOT_FEEL_SPIRITUAL,WhenPrayingInMandiLanguage,Page 15,High,// PASSAGE: (MandiPeople)-[CANNOT_FEEL_SPIRITUAL]->(WhenPrayingInMandiLanguage),They cannot feel spiritual if they do their prayer in Mandi language.
254,paper1,MandiPeople,USE_ROMAN_ALPHABET_TO_WRITE,TheirLanguage,Page 15,High,(MandiPeople)-[USE_ROMAN_ALPHABET_TO_WRITE]->(TheirLanguage),They use the Roman alphabet to write their language.
255,paper1,MandiReligiousScript,IS_WRITTEN_IN,AchikLanguage,Page 15,High,(MandiReligiousScript)-[IS_WRITTEN_IN]->(AchikLanguage),Their religious script is written in Achik language.
256,paper1,SomeAgedPeople,STILL_FOLLOW_TRADITIONAL_RELIGION,Sangsarek,Page 15,High,(SomeAgedPeople)-[STILL_FOLLOW_TRADITIONAL_RELIGION]->(Sangsarek),Some aged people still follow the traditional religion Sangsarek.
257,paper1,SomeAgedPeople,FOLLOW_TRADITIONAL_RELIGION,ThroughMandiLanguage,Page 15,High,(SomeAgedPeople)-[FOLLOW_TRADITIONAL_RELIGION]->(ThroughMandiLanguage),They follow their traditional religion through their Mandi language.
258,paper1,EverySunday,THEY_SPEND_EVENING_TIME,PerformingReligiousActivities,Page 15,High,(EverySunday)-[THEY_SPEND_EVENING_TIME]->(PerformingReligiousActivities),"Every Sunday, they spend their evening time performing religious activities."
259,paper1,They,DO_RELIGIOUS_ACTIVITIES,ThroughMandiLanguage,Page 15,High,(They)-[DO_RELIGIOUS_ACTIVITIES]->(ThroughMandiLanguage),"They do it through their language, Mandi."
260,paper1,GaroCommunityMembersInBangladesh,HAVE_INSTITUTIONS,Institutions,Page 16,High,// PASSAGE: (GaroCommunityMembersInBangladesh)-[HAVE_INSTITUTIONS]->(Institutions),Language maintenance among Garo community members in Bangladesh institutions and churches.
261,paper1,GaroCommunityMembersInBangladesh,HAVE_CHURCHES,Churches,Page 16,High,(GaroCommunityMembersInBangladesh)-[HAVE_CHURCHES]->(Churches),Language maintenance among Garo community members in Bangladesh institutions and churches.
262,paper1,SomeFamilies,TAKE_INITIATIVES,OrganizeReligiousProgramsAndRituals,Page 16,High,(SomeFamilies)-[TAKE_INITIATIVES]->(OrganizeReligiousProgramsAndRituals),Some families are taking individual initiatives to organise religious programs and rituals in Mandi at their home every Sunday.
263,paper1,Sunday,IS_A_GREAT_DAY,MaintainMandiLanguage,Page 16,High,(Sunday)-[IS_A_GREAT_DAY]->(MaintainMandiLanguage),which day is only a great day to maintain the Mandi language in the religious domain.
264,paper1,Participants,ARE_WILLING_TO_PRESERVE,TheirLanguageByUsingItInReligiousPractices,Page 16,High,(Participants)-[ARE_WILLING_TO_PRESERVE]->(TheirLanguageByUsingItInReligiousPractices),This also proves the willingness of participants to preserve their language by using it in religious practices.
265,paper1,Media,IS_IMPORTANT,MaintainLanguage,Page 16,High,(Media)-[IS_IMPORTANT]->(MaintainLanguage),Media is an important domain in maintaining a language.
266,paper1,ClyneAndKipp,STATE,(MediaConsumptionCorrelatesWithCommunityLanguageProficiency,Page 16,High,(ClyneAndKipp)-[STATE]->((MediaConsumptionCorrelatesWithCommunityLanguageProficiency)),Clyne and Kipp (1999) state that media consumption significantly correlates with the second generation's community language proficiency level.
267,paper1,FirstGenerationGaro,LACK_AUDIO_VIDEO_DOCUMENTS,RichAudioVideoDocuments,Page 16,High,(FirstGenerationGaro)-[LACK_AUDIO_VIDEO_DOCUMENTS]->(RichAudioVideoDocuments),"In the case of the Garo language, they do not have rich audio, video documents, or other sources among the first generation."
268,paper1,YoungerGenerationsGaro,ARE_INTERESTED_IN,MakingAudioAndVideoContent,Page 16,High,(YoungerGenerationsGaro)-[ARE_INTERESTED_IN]->(MakingAudioAndVideoContent),"On the contrary, younger generations are more interested in making audio and video content using their languages."
269,paper1,GaroPeople,DO_NOT_HAVE,NationalOrPrivatePodcastingMediaMoviesOrDrama,Page 16,High,(GaroPeople)-[DO_NOT_HAVE]->(NationalOrPrivatePodcastingMediaMoviesOrDrama),"Garo people do not have national or private podcasting media, movies, or drama based on their language and people."
270,paper1,SometimesMandiLanguageSongsAndDances,ARE_BROADCASTED,BangladeshNationalTVShow,Page 16,High,(SometimesMandiLanguageSongsAndDances)-[ARE_BROADCASTED]->(BangladeshNationalTVShow),Sometimes Mandi language songs and dances are broadcasted on Bangladesh national TV show.
271,paper1,IndigenousDay,TELECASTED_SOME_CULTURAL_PROGRAMS,BTV,Page 16,High,(IndigenousDay)-[TELECASTED_SOME_CULTURAL_PROGRAMS]->(BTV),On Indigenous Day some cultural programs have been telecasted on BTV.
272,paper1,GaroPeople,DO_NOT_HAVE,Media,Page 16,High,(GaroPeople)-[DO_NOT_HAVE]->(Media),"Otherwise, they do not have media. It can be print media or soft media."
273,paper1,Participants,ARGUE,(YoungGenerationBelow35UseSocialMedia,Page 16,High,(Participants)-[ARGUE]->((YoungGenerationBelow35UseSocialMedia)),"Participants of this study argued that nowadays, some young generation aged below 35 are using social media like YouTube and Facebook."
274,paper1,MandiLanguageYoungGeneration,DEVELOP_CULTURAL_GROUPS,OnSocialMedia,Page 16,High,(MandiLanguageYoungGeneration)-[DEVELOP_CULTURAL_GROUPS]->(OnSocialMedia),and developing cultural groups based on Mandi language on social media like YouTube and Facebook.
275,paper1,YoungGaroGeneration,USE,SocialMedia,Page 16,High,// PASSAGE: (YoungGaroGeneration)-[USE]->(SocialMedia),"Participants of this study argued that nowadays, some young generation aged below 35 are using social media like YouTube and Facebook..."
276,paper1,CulturalGroupsBasedOnMandi,BASED_ON,MandiLanguageAndCulture,Page 16,High,(CulturalGroupsBasedOnMandi)-[BASED_ON]->(MandiLanguageAndCulture),"Participants of this study argued that nowadays, some young generation aged below 35 are using social media like YouTube and Facebook and developing cultural groups based on Mandi language and culture..."
277,paper1,MandiLanguageAndCulturePreservation,PROVES,AwarenessOfEthnicLanguagePreservationAmongYoungerGenerations,Page 16,High,(MandiLanguageAndCulturePreservation)-[PROVES]->(AwarenessOfEthnicLanguagePreservationAmongYoungerGenerations),This also proves the awareness of the preservation of ethnic language among younger generations through the development of media and technology in the globalized world.
278,paper1,GaroLiteracyRate,IS,90%,Page 16,High,(GaroLiteracyRate)-[IS]->(90%),"Garo people have a literacy rate of 90%, but it is based on the Bengali education system."
279,paper1,BengaliEducationSystemBasedGaroLiteracy,BASED_ON,BengaliEducationSystem,Page 16,High,(BengaliEducationSystemBasedGaroLiteracy)-[BASED_ON]->(BengaliEducationSystem),"Garo people have a literacy rate of 90%, but it is based on the Bengali education system."
280,paper1,GaroCanSpeakAndWriteBangla,CAN,SpeakAndWriteBangla,Page 16,High,(GaroCanSpeakAndWriteBangla)-[CAN]->(SpeakAndWriteBangla),Almost all Garo can speak Bangla and write their name in the Bangla language.
281,paper1,GaroCanOnlySpeakAndUnderstandMandi,CAN,SpeakAndUnderstandMandi,Page 16,High,(GaroCanOnlySpeakAndUnderstandMandi)-[CAN]->(SpeakAndUnderstandMandi),"On the contrary, they can only speak and understand their Mandi language."
282,paper1,OneFemaleIntervieweeCanReadAndWriteMandi,CAN,ReadAndWriteMandi,Page 16,High,(OneFemaleIntervieweeCanReadAndWriteMandi)-[CAN]->(ReadAndWriteMandi),"Only one female interviewee aged above 35 said she could read and write Mandi, while other participants informed that they could not read and write Mandi..."
283,paper1,NoResourcesToReadAndWriteMandi,THERE_ARE_NO,ResourcesToReadAndWriteMandi,Page 16,High,(NoResourcesToReadAndWriteMandi)-[THERE_ARE_NO]->(ResourcesToReadAndWriteMandi),...and also there were no resources to read and write Mandi.
284,paper1,NoMoreNovelColumnWritersBasedOnMandiLanguage,THERE_ARE_NO,NovelColumnWritersBasedOnMandiLanguage,Page 16,High,(NoMoreNovelColumnWritersBasedOnMandiLanguage)-[THERE_ARE_NO]->(NovelColumnWritersBasedOnMandiLanguage),No more novel column writers are found based on Mandi language.
285,paper1,UnsatisfactoryMaintenanceOfMandi,IS_NOT,Satisfactory,Page 16,High,(UnsatisfactoryMaintenanceOfMandi)-[IS_NOT]->(Satisfactory),"In this domain, the maintenance of Mandi is not satisfactory..."
286,paper1,RayOfHopeToIncreaseGaroLiteracyRateInMandi,THERE_IS,RayOfHope,Page 16,High,(RayOfHopeToIncreaseGaroLiteracyRateInMandi)-[THERE_IS]->(RayOfHope),"However, there is a ray of hope to increase the literacy rate of Garo people in their ethnic language..."
287,paper1,BangladeshGovernmentInitiativesToTeachGaroChildrenInTheirMotherTongue,ARE,Initiatives,Page 16,High,(BangladeshGovernmentInitiativesToTeachGaroChildrenInTheirMotherTongue)-[ARE]->(Initiatives),...due to the initiatives of the Bangladesh Government to teach Garo children in their mother tongue in the pre-primary and primary schools from class 1 to 3.
288,paper1,GaroCommunity,HAS_LANGUAGE,GaroLanguage,Page 16,High,// PASSAGE: (GaroCommunity)-[HAS_LANGUAGE]->(GaroLanguage),"""The Garo community is predominantly found in the North-Eastern states of India, and their mother tongue is Garo."""
289,paper1,GaroCommunity,USES_LANGUAGE_IN_EDUCATION,GaroLanguage,Page 16,High,(GaroCommunity)-[USES_LANGUAGE_IN_EDUCATION]->(GaroLanguage),"""In pre-primary and primary schools from class 1 to 3, the Garo language is used."""
290,paper1,GaroLanguage,HAS_NUMBER_OF_SPEAKERS,135000,Page 16,High,(GaroLanguage)-[HAS_NUMBER_OF_SPEAKERS]->(135000),"""As of 2011, there were approximately 135,000 speakers of Garo."""
291,paper1,MandiLanguageMaintenance,IS_STUDIED,ChittagongUniversityJournalOfSocialSciences,Page 17,High,// PASSAGE: (MandiLanguageMaintenance)-[IS_STUDIED]->(ChittagongUniversityJournalOfSocialSciences),This study contributes to the existing research on language maintenance...
292,paper1,MandiLanguageMaintenance,CONTRIBUTES_TO,OverallPictureOfMandiLanguageMaintenance,Page 17,High,(MandiLanguageMaintenance)-[CONTRIBUTES_TO]->(OverallPictureOfMandiLanguageMaintenance),...providing an overall picture of Mandi language maintenance...
293,paper1,DomainsPlayingRoleInMandiLanguageMaintenance,ARE_IDENTIFIED,SignificantRoleInMandiLanguageMaintenance,Page 17,High,(DomainsPlayingRoleInMandiLanguageMaintenance)-[ARE_IDENTIFIED]->(SignificantRoleInMandiLanguageMaintenance),...seeking what domains are playing a significant role in maintaining the Mandi language...
294,paper1,FamilyDomain,IS_IMPORTANT,MandiLanguageMaintenance,Page 17,High,(FamilyDomain)-[IS_IMPORTANT]->(MandiLanguageMaintenance),This study shows that the family domain is important to maintain the language.
295,paper1,PreferenceOfPeopleForMandiLanguage,APPLIES_TO,PeopleAgedBelowAndAbove35,Page 17,High,(PreferenceOfPeopleForMandiLanguage)-[APPLIES_TO]->(PeopleAgedBelowAndAbove35),Mandi language usage is the first choice and preference of the people aged below and above 35...
296,paper1,PreferenceOfPeopleForMandiLanguage,APPLIES_TO,GaroCommunityNearMandiStream,Page 17,High,(PreferenceOfPeopleForMandiLanguage)-[APPLIES_TO]->(GaroCommunityNearMandiStream),...who live in the Mandi community near the Mandi stream community or the Bengali stream community...
297,paper1,PreferenceOfPeopleForMandiLanguage,APPLIES_TO,GaroCommunityAwayFromMandiStream,Page 17,High,(PreferenceOfPeopleForMandiLanguage)-[APPLIES_TO]->(GaroCommunityAwayFromMandiStream),...they also prefer the Mandi language at home. It has been found that...
298,paper1,ParentsAttitudesTowardsGaroLanguage,ARE_POSITIVE,MandiLanguageUsage,Page 17,High,(ParentsAttitudesTowardsGaroLanguage)-[ARE_POSITIVE]->(MandiLanguageUsage),"It has been found that parents in the Garo language have more positive attitudes, for which reason..."
299,paper1,ParentsAttitudesTowardsGaroLanguage,INFLUENCES,ChildrenSpeakingGaroLanguage,Page 17,High,(ParentsAttitudesTowardsGaroLanguage)-[INFLUENCES]->(ChildrenSpeakingGaroLanguage),"...their children still speak in the Garo language with their parents, seniors, and relatives."
300,paper1,ParentsAttitudesTowardsGaroLanguage,VARIES,StrictMaintenanceVsPensiveOrPassive,Page 17,High,(ParentsAttitudesTowardsGaroLanguage)-[VARIES]->(StrictMaintenanceVsPensiveOrPassive),Some parents strictly maintain their child’s language at home while others are pensive or passive about it.
301,paper1,GaroPeopleLanguageProblems,APPLY_TO,EthnicBasedGaroVillages,Page 17,High,(GaroPeopleLanguageProblems)-[APPLY_TO]->(EthnicBasedGaroVillages),Garo people living in ethnic-based Garo villages or living away from them are facing language maintenance problems.
302,paper1,YoungGenerationAndEducatedGuardians,EMPHASIZE,BanglaEnglishLanguage,Page 17,High,(YoungGenerationAndEducatedGuardians)-[EMPHASIZE]->(BanglaEnglishLanguage),The young generation and educated guardians start emphasizing Bangla and the English language...
303,paper1,YoungGenerationAndEducatedGuardians,MOTIVATION,BetterLifeOpportunities,Page 17,High,(YoungGenerationAndEducatedGuardians)-[MOTIVATION]->(BetterLifeOpportunities),...to enjoy a better life and opportunities. Young
304,paper1,GaroCommunity,FACES_LANGUAGE_MAINTENANCE_PROBLEMS,True,Page 17,High,// PASSAGE: (GaroCommunity)-[FACES_LANGUAGE_MAINTENANCE_PROBLEMS]->(True),The Garo community faces language maintenance problems.
305,paper1,YoungGenerationGaroFamily,PREFER,BanglaLanguage,Page 17,High,(YoungGenerationGaroFamily)-[PREFER]->(BanglaLanguage),Young generations of the Garo family who are living near the Bengali stream community have a propensity to shift to Bangla.
306,paper1,EducatedGuardiansGaroFamily,EMPHASIZE,BanglaEnglishLanguage,Page 17,High,(EducatedGuardiansGaroFamily)-[EMPHASIZE]->(BanglaEnglishLanguage),The young generation and educated guardians start emphasizing Bangla and the English language.
307,paper1,GaroPeopleBigMandiStreamCommunity,HAVE_OPPORTUNITY,UseMandiLanguage,Page 17,High,(GaroPeopleBigMandiStreamCommunity)-[HAVE_OPPORTUNITY]->(UseMandiLanguage),Garo people with a big Mandi stream community still have an excellent chance to use Mandi in their environment.
308,paper1,FamilyDomainGaroCommunity,BEST_DOMAIN,UseMandiLanguageAtHome,Page 17,High,(FamilyDomainGaroCommunity)-[BEST_DOMAIN]->(UseMandiLanguageAtHome),The family domain is the best domain to use Mandi at home.
309,paper1,OlderGenerationsGaroCommunity,KEEP_TRYING,MaintainMandiLanguage,Page 17,High,(OlderGenerationsGaroCommunity)-[KEEP_TRYING]->(MaintainMandiLanguage),The older generations keep trying to maintain their language.
310,paper1,GaroCommunity,HAS_SAMPLE_SIZE,19Interviews,Page 17,High,// PASSAGE: (GaroCommunity)-[HAS_SAMPLE_SIZE]->(19Interviews),This study was based on 19 interviews.
311,paper1,GaroCommunityMembersBangladesh,ARE_A_MINORITY,InBangladesh,Page 18,High,// PASSAGE: (GaroCommunityMembersBangladesh)-[ARE_A_MINORITY]->(InBangladesh),small number in terms of its representation of the Garo community in Bangladesh
312,paper1,ThisStudy,EXPANDS_UNDERSTANDING,MandiLanguageMaintenance,Page 18,High,(ThisStudy)-[EXPANDS_UNDERSTANDING]->(MandiLanguageMaintenance),This study has widened our understanding of the preservation of language use and transmission of the language to future generations among the Garo community members in Bangladesh.
313,paper1,GaroSpeakersConcentration,IS_A_FACTOR,LanguageMaintenance,Page 18,High,(GaroSpeakersConcentration)-[IS_A_FACTOR]->(LanguageMaintenance),The concentration of Garo speakers is a major factor in their language maintenance
314,paper1,Age,IS_A_SIGNIFICANT_FACTOR,GaroLanguageMaintenance,Page 18,High,(Age)-[IS_A_SIGNIFICANT_FACTOR]->(GaroLanguageMaintenance),"In many households, the mother is also shown to have a major influence in the usage of Mandi. It is clear that support from their families and communities has greatly improved their ability to maintain their language, but the language has shifted to some extent towards Bangla among younger generations. It is also clear that support from their families and communities has greatly improved their ability to maintain their language, but the language has shifted to som
// SENTENCE REF: In many households, the mother is also shown to have a major influence in the usage of Mandi. It is clear that support from their families and communities has greatly improved their ability to maintain their language, but the language has shifted to some extent towards Bangla among younger generations."
315,paper1,OfficialUseOfBangla,RESTRICTS_GARO_USE,InPublicSettings,Page 18,High,(OfficialUseOfBangla)-[RESTRICTS_GARO_USE]->(InPublicSettings),"In public settings such as work, education, shopping, media, and so forth. It is also clear that support from their families and communities has greatly improved their ability to maintain their language, but the language has shifted to som"
316,paper1,GaroLanguage,HAS_SHIFTED,ReligiousAndMediaDomains,Page 18,High,(GaroLanguage)-[HAS_SHIFTED]->(ReligiousAndMediaDomains),"It is clear that support from their families and communities has greatly improved their ability to maintain their language, but the language has shifted to some extent in the religious and media domains. However, it is a matter of hope that..."
317,paper1,GovernmentOfBangladesh,HAS_STARTED,InitialWorksOfImplementation,Page 18,High,(GovernmentOfBangladesh)-[HAS_STARTED]->(InitialWorksOfImplementation)->(PlanForMTBMLE),"Since 2017, the Bangladesh Government have published books in five languages..."
318,paper1,GovernmentOfBangladesh,HAS_PUBLISHED,BooksInFiveLanguages,Page 18,High,(GovernmentOfBangladesh)-[HAS_PUBLISHED]->(BooksInFiveLanguages),"Since 2017, the Bangladesh Government have published books in five languages..."
319,paper1,GovernmentOfBangladesh,HAS_PUBLISHED,BooksInChakmaMarmaTripuraGaroAndSadriLanguages,Page 18,High,(GovernmentOfBangladesh)-[HAS_PUBLISHED]->(BooksInChakmaMarmaTripuraGaroAndSadriLanguages),"Since 2017, the Bangladesh Government have published books in five languages..."
320,paper1,BooksPublishedByGovernmentOfBangladesh,ARE_FOR,PrePrimaryAndPrimarySchool,Page 18,High,(BooksPublishedByGovernmentOfBangladesh)-[ARE_FOR]->(PrePrimaryAndPrimarySchool),"Since 2017, the Bangladesh Government have published books in five languages..."
321,paper1,BooksPublishedByGovernmentOfBangladesh,ARE_FOR,Class1To3,Page 18,High,(BooksPublishedByGovernmentOfBangladesh)-[ARE_FOR]->(Class1To3),"Since 2017, the Bangladesh Government have published books in five languages..."
322,paper1,NationalLanguagePolicies2010,HAS_INITIATIVES,GaroCommunity,Page 18,High,(NationalLanguagePolicies2010)-[HAS_INITIATIVES]->(GaroCommunity),Participants of this study are hopeful about the sustenance of the Garo language due to the initiatives of the government through National Language Policies 2010.
323,paper1,GaroCommunity,HAS_RECEIVED_SUPPORT,NationalLanguagePolicies2010,Page 18,High,// PASSAGE: (GaroCommunity)-[HAS_RECEIVED_SUPPORT]->(NationalLanguagePolicies2010),The Garo community has received support for the preservation of their language due to the initiatives of the government through National Language Policies 2010.
324,paper1,Garo Community,IS_STUDIED_IN,Sociolinguistic Survey,Page 19,High,// PASSAGE: (Garo Community)-[IS_STUDIED_IN]->(Sociolinguistic Survey),"Ahmed et al., 2010"
325,paper1,Garo Community,HAS_ETHNICITY_REFERENCED,Garo Ethnicity,Page 19,High,(Garo Community)-[HAS_ETHNICITY_REFERENCED]->(Garo Ethnicity),"Bal, 2007"
326,paper1,Modhupur Mandi Garo,HAS_GRAMMAR_BOOK,"Burling, 2003",Page 19,High,"(Modhupur Mandi Garo)-[HAS_GRAMMAR_BOOK]->(Burling, 2003)","Burling, 2003"
327,paper1,Modhupur Mandi Garo,HAS_GRAMMAR_BOOK,"Burling, 2004",Page 19,High,"(Modhupur Mandi Garo)-[HAS_GRAMMAR_BOOK]->(Burling, 2004)","Burling, 2004"
328,paper1,Santals of Bangladesh,IS_STUDIED,"Cavallaro & Rahman, 2009",Page 19,High,"(Santals of Bangladesh)-[IS_STUDIED]->(Cavallaro & Rahman, 2009)","Cavallaro & Rahman, 2009"
329,paper1,Bangladeshi Migrants,HAS_LANGUAGE_AND_CULTURE_MAINTENANCE_STUDY,"Chowdhury, 2019",Page 19,High,"(Bangladeshi Migrants)-[HAS_LANGUAGE_AND_CULTURE_MAINTENANCE_STUDY]->(Chowdhury, 2019)","Chowdhury, 2019"
330,paper1,Bangladeshi Migrants,HAS_FAMILY_LANGUAGE_POLICIES_STUDY,"Chowdhury & Rojas-Lizana, 2021",Page 19,High,"(Bangladeshi Migrants)-[HAS_FAMILY_LANGUAGE_POLICIES_STUDY]->(Chowdhury & Rojas-Lizana, 2021)","Chowdhury & Rojas-Lizana, 2021"
331,paper1,GaroCommunity,HAVE_PSYCHO_SOCIAL_DIMENSIONS,Ethnicity,Page 19,High,(GaroCommunity)-[HAVE_PSYCHO_SOCIAL_DIMENSIONS]->(Ethnicity),Das & Islam (2005)
332,paper1,GaroCommunity,ARE_LOCATED_IN,Bangladesh,Page 20,High,// PASSAGE: (GaroCommunity)-[ARE_LOCATED_IN]->(Bangladesh),Islam (2008)
333,paper1,GaroCommunityMembers,SPEAK,GaroLanguage,Page 20,High,(GaroCommunityMembers)-[SPEAK]->(GaroLanguage),Kim & Kim (2008)
334,paper1,GaroCommunity,HAVE_A_CULTURE_STUDYED,ChangingGaroCulture,Page 20,High,(GaroCommunity)-[HAVE_A_CULTURE_STUDYED]->(ChangingGaroCulture),Islam (2008)
335,paper1,ChangingGaroCulture,INCLUDES,MarriageRituals,Page 20,High,(ChangingGaroCulture)-[INCLUDES]->(MarriageRituals),Islam (2008)
336,paper1,GarosOfBangladesh,HAVE_A_RELIGION,NotSpecified,Page 20,High,(GarosOfBangladesh)-[HAVE_A_RELIGION]->(NotSpecified),Khaleque (1983)
